year,statefip,age,Male,White,Black,Asian,Hispanic,HSGrad,CollegeGrad,Married,inctot,IncomeReal,CPI,EmployerIns,Medicaid,Medicare,state
1977,arkansas,32.564293,.47416762,.84041333,.15040183,0,.012316716,.47036183,.065434948,.65721041,4971.056197074673,21243.83,23.4,,,,arkansas
1978,arkansas,33.744915,.47123766,.82219642,.16676351,0,.010695187,.47464043,.075700223,.63771516,5493.854655563967,21801.01,25.200001,,,,arkansas
1979,arkansas,33.333897,.46779662,.82881355,.15875706,0,.014827996,.50369275,.10192024,.64958555,6388.350073855244,22815.535,28,,,,arkansas
1980,arkansas,33.401783,.48270944,.85240644,.13975045,0,.016835017,.53598487,.099905305,.63873106,7209.192234848485,22670.416,31.799999,.23600712,.10623886,.16524622,arkansas
1981,arkansas,33.856815,.48033601,.85528827,.13249332,0,.016518936,.5304479,.094111726,.64972317,7603.554604932058,21662.549,35.099998,.23062238,.10385644,.17765476,arkansas
1982,arkansas,34.991226,.47612086,.84941518,.13840155,0,.012626262,.54021531,.089930333,.63394552,8107.954401519949,21737.145,37.299999,.22904484,.093079925,.20075998,arkansas
1983,arkansas,34.279266,.47437707,.8415609,.1490362,0,.0077745384,.55912673,.085506365,.60764098,8798.376591873863,22852.926,38.5,.22284909,.10155148,.18132201,arkansas
1984,arkansas,34.235699,.46797067,.85134476,.13643032,0,.0049800798,.58717948,.092307694,.62435895,9109.430128205127,22660.273,40.200001,.2185819,.10464548,.19935897,arkansas
1985,arkansas,34.85284,.4565323,.82321513,.16027197,0,.0044642859,.59821427,.097576529,.62946427,10029.23341836735,24108.734,41.599998,.21466732,.11219038,.20790817,arkansas
1986,arkansas,35.004383,.47452053,.82191783,.16767123,0,.0083565461,.6132279,.10999281,.61682242,10692.07979870597,25217.168,42.400002,.23671232,.10082192,.21279655,arkansas
1987,arkansas,35.587872,.47636178,.83401853,.15673175,0,.014485256,.61144376,.10512309,.62208915,11092.99001996008,25268.77,43.900002,.23381294,.094552927,.20758483,arkansas
1988,arkansas,34.186539,.47932693,.8125,.175,0,.018410852,.62348437,.10402042,.6113593,12260.23994894703,26827.658,45.700001,.23076923,.11346154,.19336312,arkansas
1989,arkansas,34.667492,.49528536,.8272953,.1573201,0,.011528822,.64381808,.12491992,.60474056,12682.88917360666,26477.848,47.900002,.26054591,.10868486,.18321589,arkansas
1990,arkansas,35.721138,.48225886,.87206399,.12293853,0,.0081135901,.66208249,.13883431,.62148005,13715.31237721022,27159.035,50.5,.25887057,.086956523,.20563196,arkansas
1991,arkansas,35.772392,.48115516,.84924132,.13264807,0,.0094105992,.69352794,.11992386,.60469544,14009.84644670051,26634.689,52.599998,.26872247,.098384731,.20812182,arkansas
1992,arkansas,34.481686,.47114903,.84897143,.13396889,0,.022865854,.70738077,.11561071,.60809928,14890.5081645983,27473.262,54.200001,.2584044,.10787757,.19137819,arkansas
1993,arkansas,35.281456,.48408288,.83931279,.1414856,0,.024264326,.69868422,.13289474,.60986841,15132.55723684211,27119.279,55.799999,.23698838,.11116726,.21776316,arkansas
1994,arkansas,35.657219,.47302452,.84305179,.13405995,0,.014340872,.70014143,.1096181,.60254598,14946.95827439887,26085.441,57.299999,.25231609,.14005449,.21074964,arkansas
1995,arkansas,36.089222,.46706587,.83832335,.13293414,0,.016235719,.72782874,.13073395,.617737,16406.58409785933,27854.98,58.900002,.30538923,.11616766,.19648318,arkansas
1996,arkansas,35.538067,.47499999,.83636361,.14431818,0,.013157895,.7235294,.12794118,.57573527,17660.15441176471,29142.17,60.599998,.28806818,.12159091,.21250001,arkansas
1997,arkansas,34.707623,.48122868,.83845282,.14846416,0,.016082712,.71860814,.12859304,.56959152,17072.25037821483,27535.889,62,.2440273,.129124,.21104388,arkansas
1998,arkansas,35.236038,.47495681,.83822685,.1433506,0,.029633934,.71658987,.13978495,.58141321,17511.04915514593,27795.316,63,.23949338,.13356362,.22119816,arkansas
1999,arkansas,37.075241,.47451457,.83070385,.15109223,0,.023853211,.7455253,.14474708,.56964982,19850.53229571984,30823.807,64.400002,.27791262,.098907769,.22801556,arkansas
2000,arkansas,37.190086,.48163265,.82915449,.15451895,0,.039481439,.75185734,.14710252,.58246654,20443.16270430906,30741.598,66.5,.29037902,.10029154,.22288261,arkansas
2001,arkansas,34.52359,.47809604,.77927548,.20092671,0,.035915188,.73947221,.16676025,.58618754,22262.92644581696,32548.137,68.400002,.2725358,.13016006,.19876474,arkansas
2002,arkansas,33.491226,.48429212,.77070582,.21093431,0,.039490446,.74916941,.15503876,.56367666,22649.34274640089,32588.982,69.5,.25703794,.16401468,.18604651,arkansas
2003,arkansas,33.947613,.48626953,.74820447,.20659062,.0092944652,.037600338,.7481311,.14433582,.56641746,23423.98332374928,32945.125,71.099998,.24419096,.16645543,.20299022,arkansas
2004,arkansas,33.356266,.47502047,.77354628,.18386568,.01023751,.049959049,.7443946,.16087444,.5896861,23819.42432735426,32629.348,73,.24488124,.17854218,.18273543,arkansas
2005,arkansas,34.089855,.48151332,.79793638,.15262252,.011177988,.046431642,.75302941,.15695326,.5920369,25292.44373918061,33544.355,75.400002,.24677558,.17755803,.16907097,arkansas
2006,arkansas,34.499348,.49063995,.78014803,.17022203,.0082716588,.066608623,.76531792,.16127168,.57456648,24625.07398843931,31611.135,77.900002,.2451023,.16195036,.1699422,arkansas
2007,arkansas,34.084679,.48712352,.77302486,.1763422,.0096027935,.081187256,.73940802,.15496227,.54033661,25206.20429483459,31468.42,80.099998,.25665647,.1763422,.16715032,arkansas
2008,arkansas,33.772541,.47505721,.802746,.1597254,.016475972,.068192221,.75061125,.18031785,.56479216,27772.82334963325,33380.797,83.199997,.26636156,.18306637,.1601467,arkansas
2009,arkansas,34.167912,.47108209,.79011196,.15438433,.018656716,.071828358,.78401995,.18039951,.57740325,26254.98377028714,31670.668,82.900002,.25699627,.18050373,.18102372,arkansas
2010,arkansas,36.024826,.47914597,.79940414,.15839127,.010923536,.072492555,.77275622,.15531509,.55506045,24376.25652450668,28950.424,84.199997,.25769612,.17179742,.2017823,arkansas
2011,arkansas,35.984169,.48569968,.78243107,.16292135,.02145046,.078140959,.80364108,.17230169,.54161251,26697.37841352406,30721.953,86.900002,.24872319,.18896833,.1970091,arkansas
2012,arkansas,35.757107,.47235143,.76330751,.18294574,.02118863,.066149868,.8047297,.20202702,.55945945,27040.49594594595,30485.34,88.699997,.2516796,.20051679,.21824324,arkansas
2013,arkansas,34.417622,.48105726,.80440527,.14052863,.018061673,.086343609,.77542621,.18283363,.54673719,27654.94532627866,30727.717,90,.24052863,.21806167,.20517343,arkansas
2014,arkansas,34.873451,.48274335,.77345133,.17920354,.021238938,.10973451,.7833935,.18892901,.54933816,27284.62815884476,29851.891,91.400002,.2261062,.24513274,.21419977,arkansas
2015,arkansas,36.414261,.47674024,.77792871,.17385399,.013921902,.08353141,.80481285,.19518717,.53342247,30001.97682709447,32753.25,91.599998,.22784381,.23565365,.22504456,arkansas
2016,arkansas,36.178905,.48678026,.78760284,.16480611,.020270269,.082549945,.79168272,.21216789,.54177898,32969.8948787062,35566.23,92.699997,.25587544,.22767332,.21139777,arkansas
2017,arkansas,36.13393,.48310912,.80866963,.13393123,.019730942,.10014948,.8033489,.20950156,.54010904,37109.09696261682,39185.953,94.699997,.2541106,.21644245,.21300623,arkansas
2018,arkansas,36.565701,.46637878,.79642195,.14929056,.011412708,.11320173,.78846157,.22605966,.51452118,35417.55808477237,36512.945,97,.24614435,.2350401,.2099686,arkansas
2019,arkansas,37.987728,.46727502,.80207676,.15355569,.014474512,.096601635,.82655501,.24282296,.53867626,35607.21810207336,36039.691,98.800003,.25613594,.22337744,.23684211,arkansas
2020,arkansas,38.158455,.47830883,.81691176,.13970588,.018014707,.097426474,.83867925,.27924529,.54245281,41425.92358490566,41425.922,100,.2547794,.22508276,.24056605,arkansas
2021,arkansas,38.641304,.49021739,.80181158,.13949275,.015217391,.10942029,.84551722,.25885057,.49701148,39597.26482758621,37819.738,104.7,.25434783,.24300763,.23908046,arkansas
2022,arkansas,38.26017,.48893648,.7665953,.15596002,.025695931,.10742327,.83693159,.2406982,.51630682,42035.06293063849,37199.172,113,.24375446,.26090065,.25401929,arkansas
2023,arkansas,38.280449,.48332042,.77967417,.16291699,.017843289,.10550815,.84260178,.25173783,.50496525,41125.83167825224,34941.234,117.7,.26299456,.26448852,.24329692,arkansas
2024,arkansas,39.029518,.4774631,.78300756,.15755883,.019944156,.10091743,.84360904,.26466164,.51428574,45845.5022556391,37826.324,121.2,.26765057,.22031188,.23609023,arkansas
1962,california,41.679974,.47815153,.92753851,.04998428,0,,.55438542,.10028293,.70432538,3326.520964588312,28431.803,11.7,,,,california
1963,california,41.019241,.48458514,.91558039,.055038277,0,,,,.68067408,3306.567576791809,28021.758,11.8,,,,california
1964,california,40.18362,.48271799,.91948152,.058915947,0,,.56245089,.10683425,.66015309,3451.915553809898,28765.963,12,,,,california
1965,california,40.634602,.47999999,.90600002,.0704,0,,.5654,.1056,.66851509,3661.2012,30009.846,12.2,,,,california
1966,california,39.726532,.47737515,.91419452,.06036425,0,,.56355613,.10664664,.67711353,3676.263943661972,29410.111,12.5,,,,california
1967,california,38.517738,.48146373,.90715885,.061041865,0,,.58868647,.10354746,.74415928,3753.417225950783,29096.258,12.9,,,,california
1968,california,30.489492,.48324716,.90176594,.063989796,0,,.59702194,.11422109,.66043586,4201.865328432758,31357.205,13.4,,,,california
1969,california,30.457983,.485001,.90371501,.060128469,0,,.61140424,.11857817,.65967387,4608.783948903082,32456.225,14.2,,,,california
1970,california,30.432325,.48247793,.90818155,.059947573,0,,.61168021,.11460029,.65212244,4814.127812350407,32094.186,15,,,,california
1971,california,30.823648,.48080263,.90578353,.061028954,0,.13925327,.61779165,.11315939,.6391452,4917.912270750615,31525.078,15.6,,,,california
1972,california,31.257452,.48624381,.89483511,.075353779,0,.14057362,.63433272,.1196325,.62606966,5139.773500967118,31726.996,16.200001,,,,california
1973,california,31.712749,.48141235,.8913855,.074723795,0,.16444729,.642452,.12857001,.62772155,5512.961488705344,32052.1,17.200001,,,,california
1974,california,32.012585,.48116052,.88620949,.076488316,0,.17076874,.64660388,.13614279,.61247331,5972.281804660387,31268.49,19.1,,,,california
1975,california,32.105194,.48208067,.87746727,.078953482,0,.16242784,.66515154,.1369697,.60335368,6296.301414141414,30270.682,20.799999,,,,california
1976,california,31.422331,.48816952,.88917083,.066867843,0,.25399461,.64647466,.13713099,.59529084,6763.383768168276,30742.654,22,,,,california
1977,california,31.723709,.48708984,.88898599,.072216243,0,.256163,.64979053,.14359288,.58886015,7310.962203212291,31243.428,23.4,,,,california
1978,california,31.343628,.48332533,.88817364,.07450524,0,.26928917,.65383244,.14402851,.57326877,7944.775311942959,31526.885,25.200001,,,,california
1979,california,31.726486,.48074323,.87817568,.067229733,0,.27523497,.66045493,.14908136,.56854475,8773.835958005249,31335.129,28,,,,california
1980,california,31.822483,.48727778,.86960542,.065296412,0,.28976932,.6749,.16550705,.55905372,9920.986345451383,31198.07,31.799999,.30031061,.11810191,.1263698,california
1981,california,31.678232,.48754179,.86223429,.067495108,0,.2859045,.67307049,.15928835,.55312395,10779.84873037087,30711.82,35.099998,.29811391,.12306819,.12596057,california
1982,california,31.887899,.48827073,.86424816,.070439689,0,.28838709,.68319768,.16107155,.55561209,11705.71651407257,31382.619,37.299999,.30361491,.137226,.13368939,california
1983,california,32.203503,.48316488,.85817289,.072619587,0,.30111909,.68897372,.17065309,.5570823,12424.47362171332,32271.359,38.5,.30193782,.12495976,.13307887,california
1984,california,32.007526,.47983274,.85358638,.069733031,0,.30149293,.68678796,.17497024,.55347729,12951.74715184492,32218.275,40.200001,.28600836,.1275008,.12820949,california
1985,california,31.856424,.48694175,.86099505,.057913292,0,.30657747,.69754744,.18762457,.55871391,14252.09489557154,34259.844,41.599998,.28362498,.11550013,.12895398,california
1986,california,32.059811,.49250534,.85830319,.060621724,0,.32490546,.69513506,.17383251,.55396312,15066.75372916057,35534.797,42.400002,.28612566,.10603264,.13103247,california
1987,california,31.971909,.48977453,.86021423,.058955725,0,.32251278,.7042017,.18269897,.55185366,16030.59515570934,36516.16,43.900002,.28908533,.10929658,.12644587,california
1988,california,31.794657,.49195454,.86330086,.055801593,0,.33052477,.70520115,.19509323,.55397451,16925.55564278705,37036.227,45.700001,.28816062,.10680543,.1293425,california
1989,california,32.451168,.48580718,.85669625,.055020634,0,.31418201,.70215923,.19993407,.54854131,17451.1168617109,36432.395,47.900002,.2856071,.12304614,.13993737,california
1990,california,31.342176,.49102998,.84934545,.057906765,0,.37421101,.68240225,.18621974,.53826815,18441.86052141527,36518.535,50.5,.27609614,.12093925,.12756053,california
1991,california,31.586411,.49221164,.85725796,.044581711,0,.39823428,.68192077,.18602762,.53966963,18849.96416644102,35836.434,52.599998,.26816168,.13132805,.13421789,california
1992,california,31.386299,.49602586,.85544926,.05038394,0,.41981387,.68491393,.18097766,.54412305,18751.32817649213,34596.547,54.200001,.26229286,.1463694,.13081288,california
1993,california,31.487917,.49348357,.84856093,.049687754,0,.42581522,.69056463,.18499257,.54959136,19057.51801634473,34153.258,55.799999,.24606299,.15877002,.13410103,california
1994,california,31.682907,.48694536,.8215152,.050363816,0,.42197946,.70017636,.1888105,.55250782,19312.16225749559,33703.598,57.299999,.2518191,.17841347,.13756613,california
1995,california,31.951838,.48619193,.78614038,.051697474,0,.4324384,.68768859,.18457051,.54083687,19754.83071816536,33539.609,58.900002,.25745636,.17858458,.13608932,california
1996,california,31.816103,.48496589,.84214199,.055099193,0,.43526578,.68990028,.20050924,.54296625,21947.04964990452,36216.254,60.599998,.25550216,.17692189,.13653724,california
1997,california,32.106155,.49241212,.84252268,.053305879,0,.42837444,.69550854,.21135777,.5403201,22846.18709344347,36848.688,62,.25722566,.16235797,.13092411,california
1998,california,32.011448,.48604792,.83773124,.052926902,0,.43546176,.69819868,.2012352,.53823984,23911.23602676274,37954.344,63,.25978163,.14634517,.12979928,california
1999,california,32.196686,.48910245,.8428182,.051914636,0,.44699794,.70155674,.20043015,.53103238,25111.16673494469,38992.492,64.400002,.26464355,.13606781,.13273248,california
2000,california,32.147167,.49065667,.84878051,.046904314,0,.46865085,.69957387,.19450082,.52404624,25412.59354707792,38214.426,66.5,.26971859,.14701688,.12611607,california
2001,california,31.484915,.4887445,.78579718,.067010909,0,.40169939,.71651787,.22544643,.52686542,28511.2682557398,41683.141,68.400002,.26868182,.14893247,.11551339,california
2002,california,31.716261,.48543632,.79213381,.070059918,0,.42799786,.7131108,.21504596,.52338332,28979.70029027576,41697.41,69.5,.27335826,.15150976,.1140945,california
2003,california,31.895763,.48793134,.77859229,.07276953,.10364146,.42672387,.71231437,.22627501,.53066492,28706.99556165268,40375.523,71.099998,.26706001,.15900828,.11136217,california
2004,california,32.321163,.49099514,.76839387,.06816645,.11420493,.42387363,.7164067,.23863542,.53415632,29735.1746601051,40733.117,73,.25846702,.17358166,.12302944,california
2005,california,32.639671,.48708403,.78005612,.062145598,.11266395,.43925768,.71280438,.23058607,.51709038,29840.08141946386,39575.703,75.400002,.25121713,.18489031,.12504801,california
2006,california,32.738461,.49247605,.78492171,.057658207,.11394842,.43588185,.72310513,.22765553,.53164899,31598.43486824233,40562.816,77.900002,.25236866,.17170796,.12428688,california
2007,california,32.860889,.49367219,.78582776,.060357638,.1121074,.43772095,.72490251,.23670705,.53137618,34052.84623280641,42512.918,80.099998,.25413743,.17169647,.1189352,california
2008,california,33.313629,.48787677,.78284961,.064860471,.11467493,.44863519,.72902054,.24440098,.52597141,34111.11730976794,40998.941,83.199997,.25771362,.17536725,.12412304,california
2009,california,33.630219,.49425286,.77384555,.059840694,.11958056,.44792297,.7360698,.25137153,.52528256,34987.07845858947,42203.953,82.900002,.26250252,.18537003,.12512393,california
2010,california,33.824715,.49361071,.77459139,.058989599,.12204061,.46508172,.74129128,.25379694,.51399213,33255.69811930459,39496.082,84.199997,.24626052,.20178306,.12673689,california
2011,california,34.046001,.49533933,.77054465,.058447119,.12661864,.45981762,.74119037,.24798214,.50790733,32270.63455607323,37135.367,86.900002,.24200131,.20144102,.13222653,california
2012,california,34.469246,.49265376,.7650218,.055932719,.13299219,.4560239,.74927878,.25452399,.50144243,34138.40486493574,38487.492,88.699997,.23649813,.20670788,.13827695,california
2013,california,34.481583,.49174321,.75571626,.059214383,.13802032,.45285323,.76346397,.2659924,.49968395,35189.08495575221,39098.984,90,.2366621,.21130545,.13843237,california
2014,california,35.24424,.48568207,.75801706,.062616453,.13651074,.45817396,.76892102,.27046242,.50462407,36154.23353255741,39556.055,91.400002,.24002157,.23796214,.1452658,california
2015,california,35.473713,.48678264,.75643671,.056800313,.14318003,.44889936,.76798844,.2677685,.50801229,37313.61314648401,40735.387,91.599998,.23825668,.26503539,.15207691,california
2016,california,35.776981,.49008438,.74586391,.048866004,.15678756,.44894269,.77965748,.27780497,.51793081,39652.09779797274,42774.648,92.699997,.24378218,.27719951,.14792031,california
